word;level;kana reading;TranslationEng;TranslationRus;SpecialReading;KanaOnly;check this;;
まあ;3;まあ;;ну, пожалуй, ах! (жен.);0;1;;;
マーケット;3;マーケット;;рынок;0;1;;;
マイク;3;マイク;;микрофон;0;1;;;
まさか;3;まさか;;Не может быть! Что вы! вряд ли, едва (с отриц.);0;1;;;
まさに;3;まさに;;как раз, точно, ровно, именно;0;1;;;
マスター;3;マスター;;мастер;0;1;;;
ますます;3;ますます;;всё больше и больше, еще больше;0;1;;;
ママ;3;ママ;;мама;0;1;;;
まるで;3;まるで;;совершенно, совсем;0;1;;;
ミス;3;ミス;;промах, ошибка, неудача, мисс, девушка;0;1;;;
ミルク;3;ミルク;;молоко;0;1;;;
メモ;3;メモ;;примечание, заметка, сообщение, записная книжка;0;1;;;
メンバー;3;メンバー;;участник;0;1;;;
もしも;3;もしも;;если, в случае;0;1;;;
やがて;3;やがて;;скоро, вскоре, почти;0;1;;;
やはり;3;やはり;;всё-таки, все ещё, также, тоже;0;1;;;
やや;3;やや;;до некоторой степени, немного, изрядно;0;1;;;
ユーモア;3;ユーモア;;юмор;0;1;;;
ヨーロッパ;3;ヨーロッパ;;Европа;0;1;;;
ヨット;3;ヨット;;яхта;0;1;;;
ライター;3;ライター;;зажигалка, писатель;0;1;;;
ラケット;3;ラケット;;ракетка (для наст. тенниса);0;1;;;
ロケット;3;ロケット;;ракета, медальон, кулон;0;1;;;
わがまま;3;わがまま;;своенравие, эгоизм, каприз, произвол;0;1;;;
わざと;3;わざと;;нарочно, намеренно, специально;0;1;;;
アイディア;4;アイディア;;идея, замысел, намерение;0;1;;;
アクセント;4;アクセント;;акцент, ударение;0;1;;;
あくび;4;あくび;;зевота, зевок, зевание;0;1;;;
あちらこちら;4;あちらこちら;;тут и там, всюду, местами;0;1;;;
あぶる;4;あぶる;;обжаривать, жарит, печь, греть;0;1;;;
あれこれ;4;あれこれ;;это и то, одно или другое;0;1;;;
アンテナ;4;アンテナ;;антенна;0;1;;;
いきなり;4;いきなり;;резко, внезапно, неожиданно;0;1;;;
イコール;4;イコール;;равный;0;1;;;
いちいち;4;いちいち;;по одному, один за другим;0;1;;;
いってらっしゃい;4;いってらっしゃい;;Счастливого пути! Удачного дня! Увидимся!;0;1;;;
いってまいります;4;いってまいります;;Я пошел! Увидимся позже!;0;1;;;
いつのまにか;4;いつのまにか;;незаметно, пока никто не знает;0;1;;;
いよいよ;4;いよいよ;;все больше и больше, в конце концов;0;1;;;
インく;4;インく;;чернила;0;1;;;
インタビュー;4;インタビュー;;интервью;0;1;;;
ウーマン;4;ウーマン;;женщина;0;1;;;
ウール;4;ウール;;шерсть;0;1;;;
ウエートレス;4;ウエートレス;;официантка;0;1;;;
うっかり;4;うっかり;;небрежно, невнимательно, рассеянно, беспечно;0;1;;;
うろうろ;4;うろうろ;;паниковать, растеряться, не находить себе места, слоняться, шататься;0;1;;;
うんと;4;うんと;;упорно, настойчиво, изо всех сил, старательно;0;1;;;
エチケット;4;エチケット;;этикет;0;1;;;
エプロン;4;エプロン;;фартук;0;1;;;
オイル;4;オイル;;масло, нефть, топливо, бензин;0;1;;;
オーケストラ;4;オーケストラ;;оркестр;0;1;;;
おおざっぱ;4;おおざっぱ;;приблизительный, неточный, схематичный;0;1;;;
オートメーション;4;オートメーション;;автоматизация;0;1;;;
オーバーコート;4;オーバーコート;;пальто, шинель;0;1;;;
おかけください;4;おかけください;;Садитесь, пожалуйста!;0;1;;;
おかげさまで;4;おかげさまで;;Спасибо! Благодаря вам! С Божьей помощью;0;1;;;
おかず;4;おかず;;гарнир, пища для размышлений;0;1;;;
おしゃれ;4;おしゃれ;;стильный, модный, хорошо одетый;0;1;;;
おじゃまします;4;おじゃまします;;Извините, что отвлекаю;0;1;;;
おだいじに;4;おだいじに;;Скорейшего выздоровления!;0;1;;;
おまたせしました;4;おまたせしました;;Спасибо за ожидание;0;1;;;
おまちください;4;おまちください;;Пожалуйста, подождите минутку!;0;1;;;
おまちどおさま;4;おまちどおさま;;Извините, что заставил вас ждать;0;1;;;
おめでたい;4;おめでたい;;счастливый, радостный;0;1;;;
おやつ;4;おやつ;;перекус, полдник;0;1;;;
オルガン;4;オルガン;;орган (муз. инструмент);0;1;;;
カーブ;4;カーブ;;изгиб, искривление, поворот, кривая;0;1;;;
かしこまりました;4;かしこまりました;;Будет исполнено!;0;1;;;
カセット;4;カセット;;кассета, картридж (игровой);0;1;;;
カバー;4;カバー;;обложка, обертка, чехол, кожух, покрывало;0;1;;;
ガム;4;ガム;;жевательная резинка;0;1;;;
カラー;4;カラー;;цвет, цветной, воротник;0;1;;;
からかう;4;からかう;;подшучивать, подтрунивать, насмехаться, дразнить;0;1;;;
カルタ;4;カルタ;;карточная игра;0;1;;;
カロリー;4;カロリー;;калории;0;1;;;
ぎっしり;4;ぎっしり;;плотно, тесно;0;1;;;
ギャング;4;ギャング;;гангстер, бандит;0;1;;;
キャンパス;4;キャンパス;;кампус;0;1;;;
クーラー;4;クーラー;;кулер, кондиционер;0;1;;;
くしゃみ;4;くしゃみ;;чихание, чихать;0;1;;;
くたびれる;4;くたびれる;;уставать, изнашиваться;0;1;;;
くだらない;4;くだらない;;глупый, тривиальный, бесполезный;0;1;;;
くっつく;4;くっつく;;прицепиться, пристать, прилипнуть, стоять вплотную;0;1;;;
くっつける;4;くっつける;;прикреплять, соединять, связать;0;1;;;
くどい;4;くどい;;многословный, навязчивый, докучливый, утомительный;0;1;;;
クリーニング;4;クリーニング;;чистка, уборка;0;1;;;
くるむ;4;くるむ;;оборачивать, окутать;0;1;;;
くれぐれも;4;くれぐれも;;снова, убедительно, наилучшие пожелания;0;1;;;
コース;4;コース;;курс, направление;0;1;;;
コーラス;4;コーラス;;хор;0;1;;;
ごくろうさま;4;ごくろうさま;;спасибо за (работу);0;1;;;
こしらえる;4;こしらえる;;делать, производить, изготовлять, сочинить;0;1;;;
コック;4;コック;;повар, кран, затычка, петух;0;1;;;
こっそり;4;こっそり;;украдкой, тайком, втайне;0;1;;;
こないだ;4;こないだ;;недавно, на днях;0;1;;;
ゴム;4;ゴム;;резина, каучук;0;1;;;
こらえる;4;こらえる;;терпеть, выдержать, сдержать, крепиться;0;1;;;
コレクション;4;コレクション;;коллекция, исправление;0;1;;;
コンクール;4;コンクール;;соревнование, конкурс;0;1;;;
コンクリート;4;コンクリート;;бетон;0;1;;;
コンセント;4;コンセント;;розетка;0;1;;;
サークル;4;サークル;;круг, кружок (спортивный и т.п.);0;1;;;
サイレン;4;サイレン;;сирена;0;1;;;
さっさと;4;さっさと;;быстро, живо, проворно;0;1;;;
サラリーマン;4;サラリーマン;;офисный работник;0;1;;;
サンプル;4;サンプル;;пример;0;1;;;
シーズン;4;シーズン;;сезон (в спорте, в плане урожая);0;1;;;
シーツ;4;シーツ;;простыня;0;1;;;
しいんと;4;しいんと;;тихо как в могиле;0;1;;;
しつこい;4;しつこい;;назойливый, упорный, навязчивый, докучливый;0;1;;;
しぼむ;4;しぼむ;;увядать, сохнуть, блёкнуть;0;1;;;
しみじみ;4;しみじみ;;серьёзно, проникновенно, глубоко;0;1;;;
ジャーナリスト;4;ジャーナリスト;;журналист;0;1;;;
しゃがむ;4;しゃがむ;;опуститься на корточки, сидеть на корточках;0;1;;;
しゃっくり;4;しゃっくり;;икота;0;1;;;
シャッター;4;シャッター;;задвижка, заслонка, ставни;0;1;;;
しゃぶる;4;しゃぶる;;сосать;0;1;;;
じゃんけん;4;じゃんけん;;игра камень-ножницы-бумага;0;1;;;
じゅうたん;4;じゅうたん;;ковер;0;1;;;
しょうがない;4;しょうがない;;ничего не поделаешь, делать нечего;0;1;;;
ショップ;4;ショップ;;магазин;0;1;;;
シリーズ;4;シリーズ;;серия;0;1;;;
ずうっと;4;ずうっと;;всегда, всё время, очень, намного;0;1;;;
スカーフ;4;スカーフ;;шарф;0;1;;;
スクール;4;スクール;;школа;0;1;;;
すくなくとも;4;すくなくとも;;по крайней мере;0;1;;;
スケジュール;4;スケジュール;;расписание, график, план, программа;0;1;;;
スタート;4;スタート;;старт;0;1;;;
スチュワーデス;4;スチュワーデス;;стюардесса, бортпроводница;0;1;;;
すっきり;4;すっきり;;чисто, опрятно, свежо;0;1;;;
ステージ;4;ステージ;;сцена, эстрада, стадия, этап;0;1;;;
ストッキング;4;ストッキング;;колготки, чулки;0;1;;;
ストップ;4;ストップ;;стоп;0;1;;;
スピーカー;4;スピーカー;;громкоговоритель, рупор;0;1;;;
スマート;4;スマート;;нарядный, стильный, изящный;0;1;;;
すまない;4;すまない;;Извините!, неловко (перед кем-л.);0;1;;;
スライド;4;スライド;;скольжение, слайд;0;1;;;
ずらり;4;ずらり;;в ряд;0;1;;;
せっせと;4;せっせと;;усердно, старательно, неутомимо;0;1;;;
ぜひとも;4;ぜひとも;;любыми средствами, любой ценой;0;1;;;
ゼミ;4;ゼミ;;семинар;0;1;;;
せめて;4;せめて;;хотя бы, по крайней мере;0;1;;;
セメント;4;セメント;;цемент;0;1;;;
センチ;4;センチ;;сантиметр;0;1;;;
そうっと;4;そうっと;;мягко, тихо, тайком;0;1;;;
そそっかしい;4;そそっかしい;;необдуманный, опрометчивый, рассеянный;0;1;;;
そのうえ;4;そのうえ;;в добавок, кроме того;0;1;;;
そのころ;4;そのころ;;в то время, тогда;0;1;;;
そのため;4;そのため;;поэтому, из-за этого, за это;0;1;;;
そのほか;4;そのほか;;кроме того, помимо;0;1;;;
それなのに;4;それなのに;;тем не менее, несмотря на, и всё же;0;1;;;
タイア;4;タイア;;шина, покрышка;0;1;;;
ダイヤグラム;4;ダイヤグラム;;диаграмма, график, схема;0;1;;;
ダイヤモンド;4;ダイヤモンド;;алмаз, бриллиант;0;1;;;
ダイヤル;4;ダイヤル;;циферблат, шкала, указатель, телефонный диск;0;1;;;
たちまち;4;たちまち;;неожиданно, вдруг, мгновенно;0;1;;;
ダブル;4;ダブル;;двойной;0;1;;;
ダム;4;ダム;;дамба, плотина;0;1;;;
だらしない;4;だらしない;;неопрятный, неряшливый, неаккуратный, небрежный;0;1;;;
チップ;4;チップ;;чаевые, чип, чипсы;0;1;;;
チョーク;4;チョーク;;мел;0;1;;;
テーマ;4;テーマ;;тема;0;1;;;
テンポ;4;テンポ;;темп, быстрота;0;1;;;
どうせ;4;どうせ;;в любом случае, так или иначе, в конце концов;0;1;;;
どきどき;4;どきどき;;пульсировать, учащённо биться (про сердце);0;1;;;
とっくに;4;とっくに;;уже давно;0;1;;;
どっと;4;どっと;;внезапно, вдруг, сразу;0;1;;;
ともかく;4;ともかく;;в любом случае, как бы то ни было, все-таки;0;1;;;
トレーニング;4;トレーニング;;тренировка;0;1;;;
ナイロン;4;ナイロン;;нейлон;0;1;;;
なだらか;4;なだらか;;пологий, не крутой, плавный, спокойный;0;1;;;
ナンバー;4;ナンバー;;номер;0;1;;;
ねじ;4;ねじ;;винт, гайка, болт;0;1;;;
ネックレス;4;ネックレス;;ожерелье;0;1;;;
のろのろ;4;のろのろ;;медленно, вяло;0;1;;;
バイバイ;4;バイバイ;;Пока!;0;1;;;
はきはき;4;はきはき;;проворно, энергично, быстро;0;1;;;
